Proportion(%),Working_years(y),Parental_leave(%),Overtime_hours(h),Annual_leave(%),Management_proportion(%)
48,18.8,100,4.8,33.8,8.4
,,,,,
,,,,,
,,,,,
,19.5,,,,
,,,,,
10.5,19,100,39,78.3,
,,,,,
25.4,23.7,,34,,13.1
,,,,,
,,,,,
12.4,8.6,100,13.3,41.5,0
,,,4,,26
,,,20,58,5.4
6.5,,,,31.8,
15.9,15.5,100,5.9,58.7,3
19,,,8.5,,0
,,100,,,7
,,,,,11.1
18.5,2.5,,,47.7,0
,,,,,
0,,,,,33
31,12,,,,2
,,,,,
13.6,8.1,100,5.6,42,1.8
12,8.6,100,25.9,90.4,4
35.3,8.2,,16.7,,22
,5.6,,23.6,,0
,17.6,,20,30,0
19.1,5.8,100,14.8,55.3,9.3
10.3,,,,60.1,
75,12.2,100,4,53.6,51.9
,,,,,
38.6,12,,,,
34.9,15,,,,
,,,,35,
,,,,,
,,7.7,,,
11.5,9.5,100,21.6,100,0
,,,,,
,,,,,
38.3,,,,62.4,3.7
32.4,,,,,
,,,,,
,,,,,
,,,,,
,,100,,,
,,,,,5.4
,,,,,
47,12.1,100,10,,35
80,,,0,,80
,,,,,
,,,2,,
,,,,,
41.8,15.1,100,,69.7,12
,,,,,
,,,,,
32.4,16.1,,11.3,,
,,,,,
100,,,20,,100
,,,,,
,,,,75,0
,,,,,
68.6,,,8.9,67.3,38
19.1,3.8,100,10.8,84.5,17.7
,,,,,33
23.2,9.5,100,0.1,55,25
39,,,20,,
79.7,14.1,100,8,,57.7
,,,,,
,,,,,
,,,,,
,21.6,,0.5,,0
,,,,,
,10.4,,,,3.3
1,,3,22.5,,1
,14.3,,,67.4,
28.3,14.4,100,,99.7,19
,,,,,
,,,,,
25.7,8.6,,,,8.3
33,6,0,,50.7,25
,,,,,
44.4,3.6,,,,44.4
15.9,10.5,100,,71.2,4.7
,,,,,
,,,,,
,,,,,100
,,,23.1,,6.7
18,,,9.2,,3
,,,,,
50,3,,23.4,71.3,0
,,,4.5,,24.3
,,,,,
,,,,,
,,,,,
,,,,,
4,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,66.7
,,,,,
,,,,,
,,,15,,
,,,,,
,,,,,
,,,7.8,26.8,
62.3,5.7,,,,
3,,,,45.5,
,,,,,
,,,,,
85,8.5,100,60,,50
,,,,,
40.5,3.7,,13.1,,32.5
,,,,,
,,,,,9.1
,,,,,
,,,,,10
50,,,,,
7.3,,,,,
,4.3,,21.8,,16.9
18,10.5,100,27,36.6,11.1
50,,,,,
18.7,17.2,,,,
31.9,3.3,100,20.6,44.1,12
0,,,,,
,,,,,
58,,100,,,
,,,4.9,,62
,,,,,
,,,,,
,,,2,,25
72,,100,9.5,78,10.5
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,2.2,,13.3,,
,,,,,
3.5,15.6,100,20.8,81.5,3.5
8,12.4,100,,,2.7
,10.2,0,12,,0
,,,,,
,,,17.2,,
,,,,65,
,,,,,
,,,,,
,,,,,
,,,,,
25,5,,,,0
,,,,,20
,1.8,,,,0
,,,,,
17.6,11,100,,51,3.7
,,,,,
31,,,,,0
0,,,,,
,,,15,,16.4
65,7.4,100,0.5,22,46
,,,,,
,,,,,
16,,,,,0
17.8,10.2,100,23,13,0
6.9,17.5,,11.5,70.5,
70,12,100,1,69.3,63
36,11,100,17,35,5
36.2,16,100,11.6,,22.4
39,6,,,,
,27.1,,,,10.7
16.6,,,,8.5,2.8
,,,,,
22,11.3,,,,20
,,,9,,
,,,11,,
,,,,,
,,,,,
13.8,12.5,,,,
,,,,,
,,,0.5,,0
49.7,12,100,2.6,55,0
,,,,,
,,,,,
,,,,,
13.2,15.2,,14.6,,
,,,,,
65.2,22,100,4.8,42.3,2.3
,6,,1.1,,57
,,,,,
,,,,,10.6
,,,,,
,,,,,
,,,,,
,,,5,,
,,,,,
,,,,,
,,,,,
,,,,,
61,,,,,
,,,,,
12.7,4,100,27.7,31,2.7
,,,,,
5.7,5,,,,5.2
5.4,10.3,,,,
15.1,9.1,100,6.8,64.9,4.3
,,,,,
26.2,12.7,100,7.8,68.9,0.5
,,,,,
,3.8,,,,17.1
,,,,,
,10.2,,5.9,,9.1
36.3,,,,,
,10.7,,3.4,72,8.3
,,,,,
,,,,,
,,,,,
80,4,100,23,40,88
,6,,13.5,,25.4
,,,,,
,,,,,
,,,,,
,,,,,
34.4,13,100,8.5,60,34.4
,8.6,,,,
,,,,,
0,0,0,20,10,0
22.5,,100,22.5,67.8,4
,,,,,33
,,,10,,11
,12,,,,38.5
11.6,18.4,100,12,87.8,2.7
,,,6.3,,
,,,4.8,,
,,,,,
74,6.3,,4.9,,66.7
66.1,7.6,,,,22.7
,,,,,
,,,,,
79,9,100,5,59,14
,,,,,
20.4,10.2,100,17.5,51.7,1.2
,,,,,
,3.7,,,,13
,6.9,,,,23.9
5.7,,,11.8,,0
6.2,10.7,,,,
,,,,,
,,,,,
90,10,90,2,80,5
,,,,,
,,,,,32
12.7,8,,13.6,,2.5
40.9,,,,,
,,,,,
,,,,,
,,,,,
,,,,,42.9
,,,,,
7,12.2,100,32,,0
,,,,,
30.2,8.2,100,,57.2,11.5
,,,,,
,10.5,,,,5.5
,,,9.7,78,
2.8,7.8,100,19.3,58.6,0
34.1,9.5,,,,
53,12.8,100,9.1,56.3,
,,,10,59,
24,,,,,33
24.8,,,9,,
,,,,,
,,,,,
,,,22.5,,
,,,,,
6,6,0,10,30,0
,,,,12,
,,,,,
,,,,,
,7.3,,,,3
,,,,,
,,,,,
,,,20,,
33.6,12,100,28,55.6,11.9
,8,100,11.9,57.9,6
,,,,,
42.8,13.5,100,9.6,63.3,14.3
22.9,8.2,100,8.9,78.1,8.4
,,,,,
,,,7.5,,33.3
,,,,,
0,1,0,40,,0
43.4,,,,,25
,,,,,
0,,,,,
75.2,13.2,100,13.1,72.4,24.2
,16,,,,
79.1,10,,,,31.3
,,,,,
,,,,,
39,,,4.3,,
,20.7,0,11.8,72.5,4.8
9.3,11.3,100,17.9,89.8,1.5
,,,,,
,,,,,
,,,22,,
14.2,16.5,100,22.1,60.2,0
26.1,,,,62.2,4.2
,,100,,,
20.5,,,,45.5,
,,,,,
,,,,,
,,,,,
,,,,,
14.7,10,,,,
86.7,,100,2.1,,48.3
17,15,100,35,,16
3.5,18.3,100,24.3,56,3.5
,,,,,
,,,,,
,,,,,
3,22.5,100,,,
,,,,,
,9.8,,9,70.3,7.7
19.6,6,100,15,,
,,,,,
,,,,,
,,100,6.5,100,10
,,100,18.8,,30.9
,,,,,
9.4,19.2,100,,,
27.2,15,100,16.3,42.9,4
49.3,12,100,5.7,85,4.7
,4.7,,33,48.8,88
,,,20,,33
,,,,,
43.8,,100,2.1,59.6,18.6
,,,,,
,,,,,
100,2,0,20,20,20
,,,,,
,,,,,66.7
,,,,,
,,,11.2,,90
,9.6,,13.5,,1.9
,,,,,
,10,,,,
,3.8,,,,
19,12.9,100,22.2,,0
,,,,,
,,,,,
,,,,,
8,,,,,
,,,,,
,,,,,
59,9.7,,7,,17.6
50,7.4,100,0.4,,100
,,,,,
,,,,,
,,,11,,3.8
,,,,,100
51.9,4.6,,,,22.2
53.6,4.8,100,4.2,64,37.5
12.8,11.8,,,,27.3
,19,100,0.1,30,13
37.5,,0,,,0
19.1,8,,15.2,,
,,,,,
32,3.4,,,,
,,,0,,
,,,,,
,10.7,,6.1,,22.6
,,,,,100
3,0.3,0,3.1,,5
,,,,,
70,,,,,
,,,,,
10,7.5,0,40,,10
,,,,,
92,3,,,,50
0,,,,,
,,,,,
26.9,,100,15.3,58.5,
,,,,,
,,,,83.8,
,,,,,
,7.4,,,,
,9.6,,,,
75,3,100,0,100,100
25.9,,100,9.7,61,20
,,,,,
,3.1,,14.8,45,0
26.4,5.1,100,,60.2,
0,1,0,5,40,0
,,,,28.5,22
,,,,,
,,,,,
100,,,21,,57
,,,,,
,,,,,
17.2,14.7,0,,,9.3
0,,,,,
,11.3,,25,,6.3
12.1,,,,39.6,
,,,,,
,,,,,
28,,,,,
95,7,,,,100
,,,,,
,,,,,
5,,,,,
,,,,,
44,,,,,
64.1,6.6,100,11.9,55.8,20.6
100,,,,,
,,,,,
,5,,3.7,,65.5
86,,0,10,20,
,,,,,
48.6,12.9,88.9,9.5,75.5,23
,,,,,
77,7,0,11,,50
8.3,,0,,,
,,,,,
,,,,,
0,0,0,20,100,0
,,,,,
45.4,6.7,100,,,21.1
,6.7,,,,
,9.6,,0.8,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
85,,,,,
,,,,,
,,,,,
56.7,7.2,,,,23.2
,,,,,
,,,,,
,,100,26,,
22,1.6,,7.7,,0
,,,,,
83,5,100,0,100,50
24.3,,,,,
,,,,,
21.3,9.9,100,9.3,83.9,1.3
,,,,,
,,,1,,56.3
,,,7.8,,42.9
92,,,,73.3,77.9
60,,100,,27.6,100
,,,25,,0
,,,,53.9,
66,,,,,0
,15,,,,25
,,,,,
,,,,,
,,100,,,15.6
,9.8,,21.5,,8
61.3,4.3,100,30.9,60,55.6
,,,,,
,,,,,
31.4,,,20.9,,
20.6,4.5,,9.2,,15.4
,,,,,
,,,,,10.8
,,,20,,0
,,,,,
57.3,5.7,94.1,14.3,58.2,32.8
15.3,2,3.7,25,40,7.4
,,,,,
,,,19.2,,
13.4,19,100,16,65.6,1.9
,,,,,50
,,,,,
26.1,16.8,,,,1.4
25,1.8,0,7.2,,66.7
,,83,,,
15,18.4,,13.9,70,4.6
,,,0.2,,
,,,,,
,,,,26.5,0
9,10,100,5.3,67,2.5
35,6.6,,7.5,,6.5
31.8,19,,,,
,,100,,54,
0,,,,,
40.3,15,106.9,12,61.3,14.2
50.3,,100,,55.6,60
,,,,,
80,14.4,,,,75
27.8,11.2,100,22.6,58.5,8.1
,,8.3,,,
17.3,11.4,100,,,4.5
14,14.3,,16,,0
,,,,,
,,100,,,27
,,,,,
100,,,,,
,3.6,,14,,71.6
,,,,,
,,,,,
64,9.3,100,14,36,60
58.6,5.9,100,13.5,74,12.8
65,3.7,,5,,18
,,,,,
,,,,,
,5.1,84,15.3,,48.4
,,,0,,
62.5,,,1.3,,25
,,,,,
,,,,,
76,5.6,,,,58.4
,,,,61,14
,,,,,
,7,,,,
,14,0,1.6,,6
,,,,,
27,15.1,100,18,53.7,5.9
,,,,,
77,9.6,100,0.3,64.2,82
66,11.5,100,,72,42
,8.3,,11,,36.7
,,,,,
,,,,,
,,,,80,
,7.6,,6.2,,1.8
,,,,,
34.8,4.9,100,13.3,40,12.3
,,,,,
,,,,,2.2
,,,,,
,,,,,
74.3,,,,,40.7
,,,,,
,,,,,
0,0,0,30,10,0
,,,,,
,,,,,
,,,,,
21.7,,100,15.1,67.7,5.5
12,,100,13.1,66,
,,,,,
,,,14.4,,10.9
,7.1,,12.2,46,4.3
,,,,,0
,,,,,
21.5,,,17.7,,5.9
46.7,17,,,,
30.7,11.6,100,28.7,59.1,14.3
11,3.8,0,7.5,3,0
32,,,10.6,,
,,,,,
,,,,,
0,,0,18.6,,0
10,12.1,,,,
10,12.1,,,,
25.4,10,,21.5,,
8.4,12,100,25,81.6,1.1
19.4,10.4,100,18.1,80.6,7.5
,,,,,
60.5,14.6,100,5.4,,11.1
,,,,,
36.7,7,,,,1.8
,,,,,
52,8.8,,26.8,76.3,44.4
69,,93,,,
73,4.8,,,,33
,,,,,
,,,15.5,,9.7
,,100,,,6.5
,,,,,
,,,,,
,,,,,
,,,,,
37.5,13.4,,,,23.7
,5,,,,
62.4,,,,65,
38.8,,,,,
14,1.2,,7.2,,0
,,,4.9,,2.5
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,40
60.6,13.8,100,0,93.7,20
22.9,18.2,100,11.2,51.3,3.6
,7,,,,37
46.2,14,100,9.9,44.8,1.9
,,,,,
,11,,,,65.9
,,,,,
,,,,,
,,,,,
,,,,,
,,,22.5,,0
,,,,,
,,,,,
,,,,,
,6.4,,,,0
5.3,,100,,85.2,5.2
,,,,,
79.3,12.4,100,,,40
,,100,,,
,,,,,
,7.3,,17,,10.9
25.8,,,,78.6,
,,,,,
,6.8,,,,14.3
17.9,15.9,100,19,66.4,7.5
24.9,9.8,,29,,16.2
,,,,,
,,,,,
,2.3,,,,
,,,,,
,,,,,
4.4,23.6,,17,96.8,
16.1,23.2,,,,3.3
42.5,,,15,52,
,,,,,
47.8,5.2,,3.1,,15.5
15.7,7.7,125,19.7,68,3.9
,,,,,
,,,,,
,17.8,,24,54.6,21.4
,,,,,
6.4,10.3,100,,97.9,6.2
2.5,3.1,,,,
,,,,,
4.8,,,,,0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.4,,1,,60
,12.4,,,,
,,,,,
,,,0.1,,42.9
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,16.5,,,68.9,
,,,3,85.7,
41.3,12.8,106.1,16.7,66.6,23.7
50,,,,,
,,,,,
75.4,5.8,,,,45.5
,,,,,
,,,,46.8,
,,,,,
50,,,0,,
,,100,22,68.2,9
14.2,17,100,19,55.9,0
12.5,14.4,100,19.2,61.6,2.2
,19.2,,,,0
13.2,10.3,100,,70,1.2
,,,,,
,,,,,
73.8,5.5,87.5,1.9,50.7,40
,,,,,
,,,,,
65,21.5,,0,,0
17.4,14.4,,,,0.1
27.9,3.6,100,2.2,59,12.5
,,,,,
,,,,,
32.5,,100,21.1,60.1,0
,,,,,
83,7.8,,,,75
,17.9,,,,
19.1,12.4,100,,83.6,5.9
0,0,,20,0,0
,6.5,95,4.1,72.4,59.3
,,,,,
,,,,,
,,,,,
68.4,9.7,100,1,,43.3
,,,,60.5,40.6
,,,,,
65.7,7.1,,5.9,,26.1
77.2,,100,,69,28.5
50,9,0,9.8,76.5,40
,,,,,
,,,,,
,,,,,
3,3,,,,
71,7.5,2.6,0,100,33.3
67,11,100,1,50,69
,,,,,33
,8.9,100,0.8,,46.1
,8.6,,3.9,45,73.3
,,,,,100
63,9,,,,
0,0,,10,0,0
13,5.2,100,,36.8,10.4
18,5.5,100,24.6,56.2,0
10.7,9.7,100,23.4,70.9,2.2
,,,,,
,,,,,
56,,0,,,5
,,,,,37.5
,,,,,
0,,,,,
,,,,,
,,,,,
,,,,,
,,,,,0
,,,,,
,,,,,
,,,,,
67,3.8,100,5.3,,100
10,,,10,30,
,,,,,
,,,,,
,,,,,
,8.5,,,,
,,,,,
,,,,,
40,10,,,,10
80.7,7.1,,7.3,,58.3
,,,,,
,,,,,
53.3,11,,3.2,42.7,59.5
98,1.5,0,8.5,30,100
0,,,20,0,0
60,9.6,75,2,94,55
100,0.3,,,,
,,,,,
26,8,,,,8
,,,,,
,,,,,
,0,,,,
,16.8,,5.7,,9.9
,,,,,
71,,,,,
,,,,,
47,,,8,69.7,25
66,,,7,78.5,
,,,,,
,,,18,,
,,,35,,2.8
,,,20,,
18,8,,22,48,20
67.6,,,6.2,,
,,,,,
13.7,5,100,16.8,,11
,8.4,,,,39.7
7,,,2,,
5.2,,,,,
44.4,,,,,
0,,,,,
15,2.4,0,12.6,,0
12.8,12.3,100,4.2,34.9,4.1
0,,,10,20,0
,,,8.7,,69
,,,,,
,,,,,
41.8,10.1,,22.1,,16.1
20,,100,21.5,70,2
,,,,,
80.2,,,,22.9,
0.4,,,18,,
14.7,24.6,100,17.3,97.2,0.9
85.9,6,21,7.5,38,0.8
63.5,3,0,3,25,0
59.8,3,0,3,25,0
70.5,3,0,3,25,0
,,,,,
,7,,,,
,10.9,,,,
32.3,,,6.1,13.1,5.9
,,,6.8,,19.2
19,2.6,,,,11.2
43.3,5.6,,,,20.1
,,,45,,
,,,,,
44,9,,17,,0
45.7,7.3,100,10.8,85.5,24
49.4,10.5,,22,,18.1
0,0,0,0,37,0
50,2,,,,100
,,,,,
,,,30.3,,0.8
46,7,,22,,17
,,,,,
17,6.5,86.7,13.2,52.8,2.3
20.6,17.8,100,5.4,51,5.8
,,,,,50
,,,,,
84,2,0,,,
,,,6.2,,27.8
34.7,2,,13.3,,
92.3,11,,,,45.5
52.2,9,100,9.5,51.9,33.3
,,,,44,
,,,,,
,,100,,,39
100,4.8,,9.1,,20
14.1,,100,9.5,,
,,,,,
,,,,57,
8.3,18,0,,,25
71.4,,,,,66.7
,,,3.8,,
,,,,,
,,,,,
,,,7,,4.6
22,,100,,,6
,,,,,0
,,,,,
,,,,,
21,24,0,3,15,21
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
15.7,8.7,,25.8,67.9,
20.4,20.9,,20.6,,0.8
,,,,,
,,,,,
,,,,,
,13.1,,,,
,,,,,
,,,,,
,,,,,
100,,,,,
,,,,,
27.4,4,,2.1,49,0
6.1,14.3,,,,
,,,,,
,,,,,
71,13,94,5.5,61.8,57.6
,,,,,
,,,,57.7,
78.1,,,,50.6,50
80,18.5,,21.8,21.4,50
,,,3.1,,
94,11.6,100,5,,89
,,100,,,53.4
,,,,,
,,,,,
76.7,9.3,100,5,64.5,66.7
90.7,,100,3.2,65.3,
,12.6,,12.6,,44
,,,,,
,,,,,
,,,,,
,,,,,25
,,,,73.8,
,,,,,
,11.3,,,,11.1
,,,0,,
,,,,,
15.4,1.5,,0.8,,25
86.5,,100,9.3,,
68,,100,,,39
,,,,,
,,,,,
20,11.4,100,17,26.5,22.2
4.5,,0,,30,40.4
,8.8,,,,48.3
67.9,9,100,2,,45.2
90,12.2,97,1.8,65.3,36
100,10,,10,,100
,,,,,
,10.2,,,,39
,,,,,
,,,17.6,,3.9
,,,,,
,,,,,
25,14,,,,
38,10.9,100,9.1,65.6,15.8
,,,,,
,,,0,,
,7.4,,3.8,,42.1
,12.1,,1.8,,38.1
,,,,,
,,,,,
10.7,17.3,,,53,4
,,,,,
,,,9.4,,0
,,,,,
5.9,12.9,62.5,12.1,55.2,0
17.9,5.5,100,25.4,56.5,3.5
38.5,,,6.9,,
,,,,,
49,3,,,,
100,,,,,
,,,,56.5,
,,,,,
,,,,,
,,,,,
,,,,,
12,,,,,
,,,,,
79,8.7,100,4.6,,53.3
,,,,,
,,,,,
,,,,,
31,10,,12,,13
10,8.6,0,13,30,0
34.9,4,,8.5,,20.8
44.5,12.5,100,8.1,64.5,8.1
15.8,11.9,100,7.1,62.1,0
47.1,,,,41.1,16.7
,,,,,
,17,100,,47.7,0
10.3,10.5,100,,66.4,1.6
,5,100,,28,
52.5,7,100,0.7,83.1,91.4
64,7.6,,,,3
,,,,,
,,,,,
23.4,13,100,4.4,60.2,3.8
,,,,,
,,,,,
17.2,9,100,12.5,,
,,,,,
,,,,,
,,,,,
80.8,,,1,,60
,,,,,100
70,9.4,,1.4,,66.6
,,,,,
12,6.3,,,,
74.1,10.8,100,,59.3,4.9
68,5,,1.8,,46.8
75.6,,100,2.5,83.4,63.4
80.3,12.4,100,6.2,77.3,34.2
,,,,,64
,,,,,
,,,,,
,,,,,
14.3,21,,6.4,37,14.3
,,,,,
35,7,100,,,6.8
,,,,,
69.5,,,,73.2,57.1
,8.6,,,,11.1
6.8,,,17,,5
19.3,,,,,
,,,0,,33
,,,,,
,,,,,
,,,,,
26.7,12.2,100,18.2,76.2,9.3
,,,,,
100,,,0,,
,,,,,
,,,,,
,,,,,
,,,,,
9.3,19.5,268.8,16.9,57.9,25.3
,,,,,
,,,,,
,,,,,
,,,,,
,,,,47.7,
,10.2,,,,21.2
,,,,,
,,,,,
33.3,12,100,32,58.6,0
100,4,0,0,80,100
12.9,13.2,100,16,84.5,0
1.5,5,,36,,1.6
80,15,0,21.1,,0
5,,0,,,0
,,,,,
,11,100,,,50
,,,6.6,49.5,
,,,,,
,,,,,
,,,,,
,,,,,
,7,0.7,,,
16.5,14.8,,22.9,45.9,2.6
,,,,,
,,,,,
10.5,6.9,,,,3.3
,,,,,
,,,,,
,,,,,
,15.9,,,34,4.2
,,,,,
15,,,,72,20
39,15,100,19,52,14
100,9,100,,,
64,6.6,100,3,60.5,46.1
,,,,,
,,,,,
70.1,10,100,12,71.4,64.5
,,5,,90,
85.6,6.2,,,,50
,,,,,
,13.3,,,,
,,,,,
15,,,16.9,,
,17.9,,,,30.7
,,,,,
2.7,13.2,100,16.6,55,2.7
57,6.8,0,28.5,,0
,,,,,
,,,,84.2,
16.4,8.6,,,61,0.8
,,,,,16.7
49,19,,,,5
,,,,82,
,,,8.1,,
,,,15,,40
,,,,,
,,,6.5,,61.5
,,,,,
,,,,,
,,,,,18.1
,,,,,50
,,,,,
54,,,,,
,15,,,,
,,0,,,35.4
10,,0,22,100,0
25,,,21.2,,15.4
,3,,27.4,,0
63.1,6,100,0.3,64.2,28.5
,,,,,
,,,,54,
,,,,,
15,,,,,
0,0,0,10,20,0
7.5,9,,,,
91,8.4,,8.3,,0
,,,,,
32,6.5,100,,,54.2
,,,,,
14,19,,,,
,,,,,
,,,,,
,,,,,55.6
79,,,,,
,,,,,
,,,,,
,,,,,
,,100,,,
,12.1,100,,50.4,1.4
,,,,,
8,13,,6,,1.7
,,,,,
,,,,,
,,,,,
,,,,,
30,8,5,,,6
,,,,,
,,,,,
,19,,,49,
,11.2,,,,0
,,,,,5.8
,9.2,100,,,2.4
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
33,,,,,
20.2,11.3,,,,
60,,,,74,31.8
23.2,11.4,100,5.8,67.9,9.2
27.6,14.9,,4.9,,
14,7,0,,,7.7
,,,0,,
,,,,,
88,8.2,0,3.8,10.5,42
,,,,,
,,,10,,0
,,,,,
,,,,,0
15,10.9,100,19,5.5,1
28.2,7,100,12.2,72.8,0
,,,,,
17,15,0,25,30,0
68.3,,,,,
59.3,,100,,,37.5
,,,,,
37.7,9.3,,,,
,,,,58.1,
0.7,9,,,,10
,,,,,
63.2,6,100,1.9,82.1,54.5
16.9,12.8,100,7.7,51,6
16.6,18.6,100,4.8,54.4,12.4
2,7.2,100,23.9,38.1,0
,,,,,18
,15.4,100,,,2
,,,,,
,,,,66.3,2.2
,,,10.5,,
23.4,15.8,,27,56.1,
47,12.7,,,48,20
,,,,,
,,,,,
,10,,4,,
40.2,,100,,,20.4
28,15.5,100,4,62,25
10.2,20,,,,
,14.1,,,,
63.2,4.8,,10.4,41,
,14,,23,,4.7
,,,,,
,,,,,
,,,,,
51.2,11.3,100,8.8,69.5,33.3
,6,,,,3.9
5.9,7.7,,,,
,,,,49.1,19.6
18,11.3,0,11,,9.5
,,,,,
51,10.8,100,4.4,56.7,31.7
,,,20.6,,0
,,,,,
,,,,,
,,,,,
,,,,,
11.9,9.1,0,30,38.6,23.5
,7.4,,21,,2.7
,,,,,
,12,,20,,20.5
17.5,12,100,,37.1,5
38,16,100,6.4,55.6,0
,,,13,55.6,
,,,19.2,,6.8
74.1,,,15.8,50,
,,,,,
22.7,12.3,100,12.7,45.9,3.4
13.4,20.4,100,9.6,,7.1
15.6,11.1,,,,6.3
,,,14.8,,22
,,,,,17.3
18.6,,,,,19.7
,,,,,15.9
,,100,,,25.5
,,,13,,
,,,10,,17.2
,,,13.8,,
18.7,,,,,
26,,15.6,,,37
9.9,,,,28.1,28.3
,10.7,,,,14.8
58.1,9.9,,,,14.2
,,,,,
47.4,10.1,,,,18.6
,,,,,
,,,,,14.5
19.3,,75,,29,20.6
,13,,,,
,1,100,,,25
66,2.2,0,1,0,0
33.3,5,,0,,
,,,,,
,,,,,
0,0,,0,,
44.9,10,100,,50.1,18.5
50,,,,,
,2.1,,,,
66.6,,,,,0
21.8,5.8,100,7.2,74.7,7
50.8,6.8,97.7,9.5,60.4,8.3
,,,,,0
56.7,,100,,,33.3
,,0,,,
72.6,10.9,100,13.8,91.8,31.7
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,10.1,,
,,,,,
12.6,10.7,100,19.4,,
,,,,,
,,,,,
,,,,,
,,,,,
3.4,,93.7,,,
100,,,16,91,17
75,,,,,
9,7,,,,
23,9.4,,1.9,99.5,23.3
,7,,,,13
,,100,,,
,,,,,
,8,0,20.4,64.5,70
,,,,,
9.8,9.7,100,6.6,80.1,6.3
,,,,,
,,100,,,
,,,,,
,,,,,0
17,9.6,100,11.6,70.5,4
54.6,12.7,100,21.3,64.6,9.9
,,,18.1,,18.9
,8,,8.2,,
84.3,,,3.4,,
14,15.3,100,12.8,80,4
,9.2,,,45.2,1.3
,,,,,
10.3,11.1,,19.2,86.1,1.2
,,0,,,
,,,,,
,,,,,
,,,,61,
81.3,15.7,100,3.7,,100
64,,100,9.7,62.2,100
,,,,,
,,,6.2,83.6,
,,,,,
,7.8,,15.5,61.4,40
,,,,,
,10,,11,,0
,8,,,,
16.6,12.2,100,1.3,80,4.5
19,10,100,24,53.5,2
,,,,,
12.5,30,100,1,35,12.5
77,5,,,,
,,,,,
15.5,6.4,,,,
22.2,6.5,100,13.7,21,0
,,,,,
,,,,,
100,,,,,
,,,,,
30.5,6.8,,,,
16.6,10,0,10,10,0
,,,,,
45.8,13,100,7,,0
,,,,,
,,,,,57
,,,,,
,,,,,
19.2,5.1,,13,,6.2
,,,,78.5,
31.6,15.9,,,,11.3
,10.4,,17.7,,14.5
,10.2,,,,26.3
,,,,,14.3
,,,,,
19,22.2,100,16.6,51.5,7.2
13,13.3,100,8.9,39,3.7
,16,100,17.7,,1.8
,,,,,
25,14.6,100,4.6,67.3,2.4
,,,,,
,,,,,
,,,,,
2,,,,,0.4
20,,,,,
53.7,7.5,90.1,12.4,68.2,13
,,,5.5,,
,,,,,
19,12,,13,,0
40,,0,10,35,
,,,,,
6,,,20,60,
30.1,,100,13,70.6,
,,,,,
,,,,,
37.3,7.1,100,11.2,,6.5
25.5,19.7,92.3,19,51.7,2.5
,25,,,,0
,,,,,
,,,,,
,,,,,
,,,,,
14.4,,100,6.9,71,5.5
,,,,,
,,,,,
,,,,,
26.6,10.4,100,12.1,70.9,10
,,,,,
18.2,,,2.9,,
91,9.3,,,,50
,,,,,
,,,4,,
,,,,,
0,,,,,
,,,,,
,,,35.1,,
10.1,9.2,100,20,84.1,1.7
23,7.5,100,30,,0.6
,10.4,,17,,7.4
20,,,,76,7
,,,,,
40,13.5,100,12.1,75.6,14.3
,,,,,
15,,,,,
6.3,,,22.5,,6.3
14.7,8.5,100,14.2,60.3,1.6
,,,,,
,,,,,
,,,5,,
,18.3,,,,
0,0,,4.1,,
17.8,12.3,100,,,4.6
15.9,,,,100,3.1
28.2,,100,,,
,,,,,
,,,,,
7.6,9.1,100,10.5,91.9,0
42,,100,29.9,87,11
,,,,,
,,,,,
,,,,,
47.4,11.3,,10.9,52.5,0
,,,,,
8.9,10.3,,,82.5,
75.1,,,,,17.6
12.4,12.8,,19.1,98.8,8.2
,,100,,,
33,18.9,100,9,33.8,0
,,,,,9
20,,,,,0
,,,,41.7,
26.3,,,18.2,87.4,5.8
13.3,,100,8.2,,7.8
40.6,24.9,100,11.5,71.3,
,,,,,
,,,,,
17.4,13,100,13,,5.8
35,5.5,,11,,66
56,,100,,,
,,,,,
,,,,,50
,,,,,
35.2,4.4,,24.5,80.2,
10,6.3,,,,9
,,,,,
26.4,,,14.5,,
,,,,,
13,9,100,20,55,4
,,,,,
10.6,12.3,100,31.3,55,1.2
20,,100,14.9,68.9,9.1
51.3,5.3,,,,13.3
,10.2,,,,50.5
5.5,3,,,44.9,
,,,,,
30.6,,100,,,7
38,9,,11,55,11
,5.8,,1,,54.5
,,,,,
7,12,100,17,24.5,
,,,15.1,,0
0.8,2.5,,26.9,26,0
5.1,11.2,100,,63.9,2.2
,13.2,,,,13.7
,,,7,90,100
0,,,,,
,,,,,
,,,0,,
,0,,,,
,18.1,,13.8,66.1,
,,,,56.8,
30.2,4,100,5,74.8,18.1
,22.9,,10.7,,
23.9,10.6,,,,12.8
,,,,,
,,,,,
,,,,,
